"id","name","sponsor","event","venue","place","physical_description","occasion","notes","call_number","date","location","currency","currency_symbol","status","page_count","dish_count"
24948,"","WESTMINSTER KENNEL CLUB","LUNCHEON","SOC","MADISON SQUARE GARDER NEW YORK","CARD; ILLUS; 4.5 X 10;","ANNIVERSARY","WINE AND CHAMPAGNE; DRAWING OF DOG'S HEAD;","1906-164","1906-02-12","WESTMINSTER KENNEL CLUB","","","COMPLETE",2,18
24949,"","FIFTH AVENUE HOTEL","SUPPER","COMMERCIAL","MADISON SQUARE NEW YORK","CARD; 4.25 X 7;","","","1907-049","1907-01-09","FIFTH AVENUE HOTEL","","","COMPLETE",2,41
24951,"","ROYAL PALM HOTEL","DINNER","COMMERCIAL","MIAMI FLORIDA","BOOKLET; ILLUS;RIBBON TRIM; 6.25 X 8;","PATRIOTIC HOLIDAY","","1898-103","1898-02-22","ROYAL PALM HOTEL","","","COMPLETE",8,40
24952,"","WALTON'S OLD HOMESTEAD OYSTER AND CHOP HOUSE","DAILY MENU","COMMERCIAL","245 EIGHTH AVENUE NEW YORK","FOLDER; COL; 7 X 11;","","PRICED MENU; ORANGE STOCK;","1906-683","1906-08-30","WALTONS OLD HOMESTEAD OYSTER AND CHOP HOUSE","DOLLARS","$","COMPLETE",4,467
24953,"","SOCIETA LA PIEMONTESE","DINNER","SOC","HOTEL LASSARE ROSEBANK SINY","FOLDER; 5.5X4.5;","COMPLIMENTARYTESTIMONIAL","PROGRAM FROM 4PM TO MIDNIGHT PRINTED; ALL MATERIAL INCLUDING MENU IN ITALIAN; WINE SERVED; PAID WINE LIST;","1896-024","1896-01-27","SOCIETA LA PIEMONTESE","DOLLARS","$","COMPLETE",2,42
24954,"","HOTEL NETHERLAND","DINNER","COMMERCIAL","NEW YOK","CARD; BROADSHEET; 6.25 X 11;","","PRICED MENU; PRICED WINE LIST; CREST (OF NETHELANDS?)","1896-205","1896-11-12","HOTEL NETHERLAND","DOLLARS","$","COMPLETE",2,381
24956,"","NEW YORK CENTRAL & HUDSON RIVER R.R. DINING CAR SERVICE","BREAKFAST","COMMERCIAL","EN ROUTE","FOLDER; ILLUS; 5.5 X 7;","","ILLUSTRATION OF GRAND CENTRAL STATION ON FRONT AND RIVER SCENE ON BACK; PRIX FIXE MENU; PRICED WINE LIST; COPY OF MENU AVAILABLE IN AN ENVELOPE FOR MAILING; TRAIN NUMBER AND DATE PRINTED ON BOTTOM OFMENU;","1900-433","1900-01-20","NEW YORK CENTRAL  HUDSON RIVER RR DINING CAR SERVICE","DOLLARS","$","COMPLETE",4,89
24957,"","HOTEL VICTORY","DINNER","COMMERCIAL","PUTINBAY ISLAND LAKE ERIE OH","CARD; ILLUS; COL; 4.6X6.25;","","PHOTO AT TOP OF MENU OF GUESTS DEPARTING FOR THE BATHING BEACH; HOTEL LOGO AT TOP;","1905-497","1905-06-21","HOTEL VICTORY","","","COMPLETE",2,38
24958,"","PACIFIC MAIL STEAMSHIP CO.","BILL OF FARE","COM","STEAMSHIP COLON NEW YORK TO COLON","FOLDER; ILLUS; 5 x 8;","","DECORATIVE BORDER; MENU IS HANDWRITTEN; INCLUDES NAME OF CAPTAIN AND GUESTS AT HIS TABLE","1886-07","1886-02-16","PACIFIC MAIL STEAMSHIP CO","","","COMPLETE",4,28
24959,"","HASKIN'S RESTAURANT","DINNER","COMMERCIAL","117WEST 34TH STREETNEW YORKNY","FOLDER;5.5X9;","DAILY","NO SMOKING;","1900-1197","1900-02-21","HASKINS RESTAURANT","DOLLARS","$","COMPLETE",4,137
24960,"","NORDDEUTSCHER LLOYD BREMEN","LUNCH","COMMERCIAL","SS HOHENZOLLERN","CARD;ILL;COL;5.25X8;","DAILY","SHIP AT SEA;MENUS SEPARATE IN GERMAN AND ENGLISH;MAY BE USED AS POSTCARD;","1901-978","1901-04-22","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,84
24961,"","HOTEL CADILLAC","DINNER","COMMERCIAL","DETROITMI","CARD;ILL;COL;7.75X5.5;","OTHER DAILY","","1896-234","1896-12-06","HOTEL CADILLAC","","","COMPLETE",2,57
24962,"","POLAND SPRING HOUSE","DINNER","COMMERCIAL","","FOLDER;ILL;COL;5.5X7;","SUNDAY","PHOTOGRAPH OF DINNING ROOM ON BACK COVER;","1899-573","1899-09-17","POLAND SPRING HOUSE","","","COMPLETE",4,118
24963,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SS FRIESLAND","CARD; ILLUS; COL; 5 X 8;","","PRICED WINE LIST; RATES OF EXCHANGE FOR SETTLEMEN OF WINE BILLS; WINE LIST PRICES LISTED IN FRANCS; HANDWRITTEN; ILLUSTRATION IN DARK GREEN OF STEAMER AND LIFEBOAT;","1900-072","1900-01-07","RED STAR LINE","BELGIAN FRANCS","BEF","COMPLETE",2,56
24964,"","HARVARD DENTAL SCHOOL","ANNIVERSARY","EDUC","THE VENDOME BOSTON MA","FOLDER; 2.50 x 5;","OTHER ANNIVERSARY","SILK RIBBON ATTACHMENTS","1889-026","1889-03-11","HARVARD DENTAL SCHOOL","","","COMPLETE",4,35
24965,"","PIETRO CAPOZZOLI & LINA DE OPTATIS","DINNER","SOC","COLOMBO HOTEL149 BLEECKER ST NY","FOLDER; ILLUS; COL; 3.5 X 4.5;","WEDDING DINNER","ENTIRE INVITATION IN ITALIAN;","1899-468","1899-06-11","PIETRO CAPOZZOLI  LINA DE OPTATIS","","","COMPLETE",4,14
24966,"","ALCAZAR HOTEL","LUNCHEON","COMMERCIAL","ST AUGUSTINE FL","CARD; ILLUS; COL; 3.75X7.5;","","HOTEL SEAL AT TOP OF MENU;","1901-527","1901-03-01","HOTEL ALCAZAR","","","COMPLETE",2,47
24967,"","HOLLAND-AMERICA LINE","LUNCHEON","COMMERCIAL","RMSROTTERDAM","CARD;","DAILY","PAID WINE LIST ON BACK;","1899-378","1899-04-21","HOLLAND AMERICA LINE","DOLLARS","$","COMPLETE",2,93
24968,"","HOTEL PONTCHARTRAIN","OPENING DINNER","COMMERCIAL","DETROIT MI","BOOKLET; ILLUS; COL; 7X10;","OTHER OPENING OF HOTEL","MENU IN FRENCH; INCLUDES REPRODUCTION OF DINNER SERVED TO KING LOUIS IN THE CHATEAU OF PONTCHARTRAIN IN THE YEAR 1616; DECORATIVE WREATHS THROUGHOUT MENU; SEAL ON COVER; RIBBON ATTACHMENT; [PLACE INFO SUPPLIED BY FEB];","1907-924","1907-10-29","HOTEL PONTCHARTRAIN","","","COMPLETE",8,28
24969,"","GRIDIRON CLUB","SPECIAL DINNER","MILIT","GRIDIRON CLUB WASHINGTON DC","BOOKLET; ILLUS; COL; 5.75X9;","ANNIVERSARY","ENTIRE BOOKLET PREPARED AS MILITARY ORDER; WINES SERVED;","1898-378","1898-12-03","GRIDIRON CLUB","","","COMPLETE",16,20
24971,"","COMITE REPUBLICAIN DU COMMERCE DE L'INDUSTRIE & DE L'AGRICULTUR","BANQUET","PROF","GRAND HOTELPARISFRANCE","BOOKLET; ILLUS; COL;5.5X9.75;","COMPLIMENTARYTESTIMONIAL","MENU IN FRENCH;PROGRAM INCLUDED;WINES LISTED;","1906-774","1906-10-22","COMITE REPUBLICAIN DU COMMERCE DE LINDUSTRIE  DE LAGRICULTUR","","","COMPLETE",8,22
24974,"","ALUMNI ASSOCIATION OF THE N.Y. NAUTICAL SCHOOL","ANNUAL BANQUET","EDUC","ON BOARD THE SS ST MARYS","FOLDER; ILLUS; 5.25X8.25;","ANNIVERSARY","EACH MENU ITEM OF SHIP'S DINNER LISTED WITH SEAFARING LINGO; TOASTS INCLUDED; SKETCH ON COVER OF SAILSHIP; SCHOOL SEAL ON BACK COVER; CORD ATTACHMENT; OFFICERS LISTED ON BACK COVER;","1908-054","1908-01-18","ALUMNI ASSOCIATION OF THE NY NAUTICAL SCHOOL","","","COMPLETE",8,21
24975,"","HAMBURG-AMERIKA LINIE","DINNER","COMMERCIAL","SCHNELLDAMPFER AUGUSTE VICTORIA","FOLDER; ILLUS; COL; 4.5X6.75;","","GERMAN & ENGLISH; ILLUSTRATION OF STEAMER IN NEW YORK HARBOR WITH TUG AND STATUE OF LIBERTY; BUFF STOCK; MUSICAL PROGRAM ON BACK;","1901-865","1901-04-07","HAMBURG AMERIKA LINIE","","","COMPLETE",4,32
24979,"","H.M.S. EURYALUS","LUNCHEON","NAV","ON BOARD","CARD; 4.5 X 6;","COMPL","MENU IN FRENCH; HANDWRITTEN NOTE STATING THAT THE KING OF SWEDEN WAS PRESENT; FLAG LOGO;","1906-677","1906-08-21","HMS EURYALUS","","","COMPLETE",2,18
24981,"","KING HAAKON VII","CORONATION BALL","GOVT","TRONDHJEM NOWAY","CARD; 3.5 X 6.75;","OTHER SOC","MENU IN FRENCH; SPONSOR AND EVENT NOTED BY FEB;","1906-543","1906-06-25","KING HAAKON VII","","","COMPLETE",2,19
24982,"","HOTEL CHAMBERLIN","DINNER","COMMERCIAL","OLD POINT COMFORT VA","CARD; 5.5 X 9.25;","","BLUE PRINT;","1896-083","1896-04-19","HOTEL CHAMBERLIN","","","COMPLETE",2,53
24983,"","NATIONAL GERMAN-AMERICAN ALLIANCE","BREAKFAST DURING TRIP TO GERMANIC MUSEUMCAMBRIDGEMASS","PATR","ON BOARDSTEAMER PURITANFALL RIVER LINE","FOLDER; ILLUS;3.5X7;","TRIP","","1907-867","1907-10-08","NATIONAL GERMAN AMERICAN ALLIANCE","","","COMPLETE",3,10
24984,"","HARVARD UNIVERSITY FOOT BALL ASSOCIATION","BANQUET TO HARVARD VARSITY FOOT BALL TEAM","EDUC","WHITES TONTINE HOTEL NEW HAVEN CT","FOLDER; COL; 4 X 6.25;","COMPLIMENTARYTESTIMONIAL","COCKTAILS AND CHAMPAGNE; RED PRINT;","1906-856","1906-11-24","HARVARD UNIVERSITY FOOT BALL ASSOCIATION","","","COMPLETE",4,23
24985,"","HOTEL MANHATTAN","DINNER","COMMERCIAL","NEW YORK","CARD; ILLUS; 6 X 9.5;","","PRICED MENU; CREST OF NEW YOK CITY;","1900-078","1900-01-08","HOTEL MANHATTAN","DOLLARS","$","COMPLETE",2,174
24986,"","HAMBURG-AMERIKA LINIE","DINNER","COMMERCIAL","POSTDAMFER GRAF WALDERSEE","BROADSHEET; 6.75X9.0; ILLUS; COLOR;","","ILLUS, UPPER/STEAMSHIP; LOWER/FORT LEE AM HUDSON IN BACKGROUND; SAILING SHIPS IN FOREGROUND; CONCERT PROGRAMM LISTED;","1900-746","1900-02-04","HAMBURG AMERIKA LINIE","","","COMPLETE",2,20
24987,"","SOCIETA ITALIANE UNITE (UNITED ITALIAN SOCIETY?)","BANCHETTO BANQUET IN HONOR OF CRISTOFORO COLOMBO","PATR","HOFFMAN HOUSE NEW YORK NY","ILLUA; COL; FOLDER; 5.25 X 6.75;","ANNIVERSARY","ITALIAN CREST; MENU IN ITALIAN; ITALIAN WINES;","1896-201","1896-11-07","SOCIETA ITALIANE UNITE UNITED ITALIAN SOCIETY","","","COMPLETE",4,32
24988,"","(KING ALEXANDER OF SERVIA)","DINNER","OTHER PRIVATE PARTY","BELGRADE","CARD; ILLUS; COL; 5.75 X 9;","OTHER SOC","FRENCH; INFORMATION PENCILLED ON BACK; CREST OF SERVIA?; SEPARATE MUSICAL PROGRAM;","1893-089","1893-08-02","KING ALEXANDER OF SERVIA","","","COMPLETE",4,13
24989,"","ST. REGIS HOTEL","DINNER","COMMERCIAL","","BROADSHEET;5X8;","DAILY","SAME MENU IN FRENCH ON REVERSE SIDE;","1906-321","1906-03-19","STREGIS HOTEL","DOLLARS","$","COMPLETE",2,164
24990,"","STAUCH'S RESTURANT","DINNER","COMMERCIAL","CONEY ISLAND NEW YORK","FOLDER; COL; ILLUS; 8.5 X 14.5;","","PRICED MENU AND WINE LIST; PICTURE OF BUILDING AND PEOPLE DANCING; GREEN STOCK;","1906-012","1906-01-01","STAUCHS RESTURANT","DOLLARS","$","COMPLETE",5,622
24991,"","OHIO SOCIETY OF NEW YORK","ELEVENTH ANNUAL BANQUET","SOC","DELMONICOS NY","BOOKLET; COL; ILLUS; 6 X 8.75;","ANNIVERSARY","BLUE CREST OF ROBED WOMEN; SEAL ON BACK COVER; FRENCH;","1897-017","1897-01-16","OHIO SOCIETY OF NEW YORK","","","COMPLETE",4,22
24992,"","VETERAN CORPS FIRST REGIMENT INFANTRY N.G.P.","FORTYFIFTH ANNIVERSARY","MIL","UNION LEAGUE HOUSE ","BOOKLET; ILLUS; COL; 4.6X6.6;","ANNIVERSARY","ROSTER INCLUDED; SPECIAL TRIBUTE TO BRIG. GEN. THEODORE J. WINT, U.S.A; ANNIVERSARY SONG; PHOTOGRAPHS OF GEN. WINT AND COMPOSER OF ANNIVERSARY SONG; IN MEMORIAM PAGE; AMERICAN FLAG AND BATTLE SKETCHES ON COVER; RED CORD ATTACHMENT; SEAL ON BACK COVER;","1906-387","1906-04-19","VETERAN CORPS FIRST REGIMENT INFANTRY NGP","","","COMPLETE",12,18
24994,"","COLONIAL HOTEL","CARTE DU JOUR","COMMERCIAL","CLEVELAND OH","FOLDER; COL; 5.5X8;","","[SPONSOR, PLACE & DATE INFO HANDWRITTEN ON BACK OF MENU];","1901-107","1901-01-17","COLONIAL HOTEL","DOLLARS","$","COMPLETE",8,320
24996,"","NEW CENTURY HOTEL","CHRISTMAS DINNER","COMMERCIAL","UNION SC","FOLDER; RIBBON TRIM; ILLUS; COL; 6.25 X 7.25;","RELIG HOLIDAY","","1899-874","1899-12-25","NEW CENTURY HOTEL","","","COMPLETE",4,61
24998,"","NORDDEUTSCHER LLOYD BREMEN","MITTAGESSEN  DINNER","COMMERCIAL","DAMPFER BARBAROSSA","CARD; ILLUS; COL; 5.25X7.5;","","GERMAN & ENGLISH; ILLUSTRATION OF PASSENGERS STROLLING & CHATTING ON DECK; THERE ARE 2 DIFFERENT MENUS OF 2 CLASSES FOR THIS DATE;","1901-949","1901-04-17","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,18
24999,"","STANTON HOUSE","ST VALENTINES DAY DINNER","COMMERCIAL","CHATTANOOGA TN","BOOKLET; ILLUS; COL; 4.5X6;","SECULAR HOLIDAY","RED HEARTS ON COVER;","1901-364","1901-02-14","STANTON HOUSE","","","COMPLETE",4,45
25000,"","HOTEL ALGAZAR","LUNCHEON","COMMERCIAL","STAUGUSTINEFL","CARD;ILLUS;COL;4X7.5;","DAILY","HOTEL EMBLEM;","1901-287","1901-02-06","HOTEL ALCAZAR","","","COMPLETE",2,49
25001,"","R.M.S. OCEANIC","LUNCH","COMMERCIAL","RMS OCEANIC","CARD;ILL;COL;3.25X5;","DAILY","RED FLAG WITH STAR;MONOGRAM;","1900-841","1900-02-09","RMS OCEANIC","","","COMPLETE",2,31
25002,"","GRAND HOTEL DE MADRID","DINNER","COMMERCIAL","SALLE A MANGER GRAND HOTEL MADRID SPAIN","CARD; ILLUS; 7.5X5.75;","OTHER COMMEMORATION OF A BULL FIGHT BY FAMOUS TORREODOR","FRENCH; EVENT (BULLFIGHT) DESCRIBED IN SPANISH; PHOTOGRAPH OF HOTEL DINING ROOM ON COVER; DECORATIVE BORDER;","1901-957","1901-04-18","GRAND HOTEL DE MADRID","","","COMPLETE",2,7
25003,"","MARITIME ASSOCIATION OF THE PORT OF NEW YORK","FOURTH ANNUAL DINNER","SOC","WALDORFASTORIA","FOLDER; ILLUS; COL; 6X8;","ANNIVERSARY","MENU IN FRENCH; PRINTED ON GREEN STOCK; SPEAKERS, GUESTS, OFFICERS AND COMMITTEE LISTED;","1908-132","1908-02-08","MARITIME ASSOCIATION OF THE PORT OF NEW YORK","","","COMPLETE",4,20
25005,"","SHERMAN SQUARE HOTEL","BREAKFAST","COMMERCIAL","NEW YORK NY","CARD; 5.25X7.5;","","UNPRICED MENU;","1900-596","1900-01-29","SHERMAN SQUARE HOTEL","","","COMPLETE",2,68
25007,"","CIE GLE TRANSATLANTIQUE","DINNER","COMMERCIAL","SS LA CHAMPAGNE","FOLDER; 4.5X8.0; ILLUS; COL;","","MENU IN FRENCH AND ENGLISH; COLOR ILLUSTRATIONS (ADVERTISEMENTS) FOR LIQUEUR BENEDICTINE, CIE GLE TRANSLANTIQUE, AND HOTEL CONTINENTAL, PARIS; OTHER ADVERTISEMENTS;","1900-613","1900-01-31","CIE GLE TRANSATLANTIQUE","","","COMPLETE",6,34
25008,"","HOTEL CHAMBERLIN","LUNCHEON","COMMERCIAL","OLD POINT COMFORT VA","CARD; COL; 5 X 7.25;","","BLUE;","1896-085","1896-04-20","HOTEL CHAMBERLIN","","","COMPLETE",2,33
25009,"","PORTLAND COMMERCIAL CLUB","DINNER","SOC","COMMERCIAL CLUB","FOLDER; 5.25 X 7;","COMPLIMENTARYTESTIMONIAL","COCKTAILS, AND WINES WITH EACH COURSE; MUSIC;","1906-548","1906-06-28","PORTLAND COMMERCIAL CLUB","","","COMPLETE",4,17
25010,"","HOLLY INN","SUPPER","COMMERCIAL","PINEHURSTNC","BROADSIDE; ILLUS; COL; 5 X 7;","","","1901-135","1901-01-20","HOLLY INN","","","COMPLETE",2,42
25011,"","ANCIENT ACCEPTED SCOTTISH RITE","ANNUAL REUNION","SOC","CINCINNATI OH","CARD; ILLUS; COL; 5.5X6.75;","ANNIVERSARY","WINES LISTED; RITE'S INSIGNIA ILLUSTRATED;","1907-253","1907-02-22","ANCIENT ACCEPTED SCOTTISH RITE","","","COMPLETE",2,18
25014,"","V. FORTWENGLER","BILL OF FARE","COMMERCIAL","3 WILLIAM ST NEW YORK NY","BROADSHEET; 5.25X9.25;","OTHER DAILY MENU","A LA CARTE MENU; EXTENSIVE PRICED WINE LIST; (PLACE INFO SUPPLIED BY FLB);","1900-640","1900-01-31","V FORTWENGLER","DOLLARS","$","COMPLETE",2,233
25015,"","HARLEM DEMOCRATIC CLUB","TWENTYFOURTH ANNUAL BANQUET IN HONOR OF BIRTHDAY OF THOMAS JEFFERSON","POLIT","HARLEM CASINO NEW YORK","FOLDERL ILLUS; 6.25 X 9;","ANNIVERSARY","DRAWING OF THOMAS JEFFERSON ON COVER, SPEECHES;","1906-404","1906-04-23","HARLEM DEMOCRATIC CLUB","","","COMPLETE",4,20
25016,"","PRODUCE MERCHANTS ASSOCIATION","SECOND DINNER","COMMERCIAL","COMMERCIAL CLUB PORTLAND OR","FOLDER; 6X7.6;","ANNIVERSARY","LISTS MANHATTAN COCKTAIL AND WINES SERVED WITH INDIVIDUAL COURSES; ASSOCIAION MEMBERS LISTED; [PLACE INFO SUPPLIED BY FEB];","1906-292","1906-03-10","PRODUCE MERCHANTS ASSOCIATION","","","COMPLETE",4,22
25017,"","'97S CLASS DINNER","DECENNIAL REUNION","EDUC","MUSIC HALL NEW HAVEN CT","FOLDER; ILLUS; COL; 3.6X5;","OTHER REUNION","CHAMPAGNE SERVED; CARTOON SKETCHES; SPEECHES;","1907-646","1907-06-25","97S CLASS DINNER","","","COMPLETE",4,21
25018,"","HAMBURG-AMERIKA LINIE","LUNCH","COMMERCIAL","SCHNELLDAMPFER AUGUSTE VICTORIA","CARD; ILLUS; COL; 5 X 8;","","GERMAN & ENGLISH; ILLUSTRATION OF WOMAN IN CLASSICAL DRESS HOLDING SHIELD WITH INITIALS H.P.A.A.G., AND STEAMER;","1901-680","1901-03-17","HAMBURG AMERIKA LINIE","","","COMPLETE",2,18
25019,"","TAMPA BAY HOTEL","LUNCHEON","COMMERCIAL","TAMPA FL","CARD; 4.5 X 7;","","LOGO;","1901-688","1901-03-17","TAMPA BAY HOTEL","","","COMPLETE",2,44
25021,"","PARK RESTAURANT","MENU","COMMERCIAL","NEW YORK NY","FOLDER; ILLUS; 7X11;","","A LA CARTE MENU FOR BREAKFAST, DINNER, TEA; DECORATIVE BORDER;","1901-996","1901-04-26","PARK RESTAURANT","DOLLARS","$","COMPLETE",4,232
25023,"","AMERICAN PAPER MANUFACTURERS' ASSOCIATION","ANNUAL BANQUET","COMMERCIAL","DELMONICOS NEW YORK NY","FOLDER; ILLUS; 5.75X9;","OTHER ANNIVERSARY","MENU DESCRIBED ON PRINTING PRESS; ASSOCIATION SEAL ON BACK COVER;","1896-045","1896-02-20","AMERICAN PAPER MANUFACTURERS ASSOCIATION","","","COMPLETE",4,20
25025,"","NORDDEUTSCHER LLOYD BREMEN","LUNCH","COMMERCIAL","STEAMSHIP KAISER WILHELM DER GROSSE","CARD;ILL;COL;5.5X8.25;","DAILY","SEPARATE ENGLISH AND GERMAN LISTING;TO BE USED AS A POSTCARD;","1899-724","1899-11-18","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,62
25027,"","CHICAGO STEWARDS' CLUB","BANQUET","PROF","AUDITORIUM CHICAGO IL","BOOKLET; ILLUS; COL; 4.5 X 9.25;","ANNIVERSARY","WINES LISTED; PHOTOOF PRESIDENT; BROWN STOCK COVER; LOGO;","1907-737","1907-08-22","CHICAGO STEWARDS CLUB","","","COMPLETE",16,28
25028,"","HAMBURG-AMERIKA LINIE","DAILY MENU","COMMERCIAL","ON BOARD THE AMERIKA","CARD; ILLUS; COL; 5,25X8.75;","","TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; ILLUSTRATION OF LINER AT SEA;","1906-584","1906-07-19","HAMBURG AMERIKA LINIE","","","COMPLETE",2,18
25030,"","SMITH & MC NELL","BREAKFAST  SUPPER MENU","COMMERCIAL","NEW YORK NY","FOLDER; 6X10;","OTHEER DAILY HOTEL MENU","INCLUDES PRICED WINE LIST ON BACK COVER; ""400 NICELY FURNISHED, WELL HEATED AND VENTILATED ROOMS;""","1900-651","1900-01-31","SMITH  MC NELL","DOLLARS","$","COMPLETE",4,378
25032,"","NORDDEUTSCHER LLOYD BREMEN","BREAKFAST","COMMERCIAL","KONIGIN LUISE","BROADSIDE; ILLUS; COL; 5.5X8;","OTHER DAILY MENU AT SEA","GERMAN/ENGLISH; DIFFERENT ILLUSTRATIONS;","1899-328","1899-04-09","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,74
25033,"","HAMBURG-AMERIKA LINIE","DINNER","COMMERCIAL","SS FURST BISMARCK","FOLDER;ILL;COL;4.5X7;","DAILY","ILLUSTRATIONS,SHIP,MUSICIAN WITH INSTRUMENT;SEPARATE GERMAN AND ENGLISH LISTING;MUSICAL PROGRAM;","1899-812","1899-12-09","HAMBURG AMERIKA LINIE","","","COMPLETE",4,32
25034,"","SOCIETY OF THE NINETEENTH ARMY CORPS","TWENTYFIRST ANNUAL DINNER AND MEETING","PATR","ST DENIS HOTEL BROADWAY AND ELEVENTH STREET NEW YORK","FOLDER; 5 X 7.25;","ANNIVERSARY","MUSIC; BLUE PRINT;","1907-901","1907-10-19","SOCIETY OF THE NINETEENTH ARMY CORPS","","","COMPLETE",4,20
25035,"","GARIBALDI PLEASURE CLUB","ANNUAL BANQUET","SOC","HOTEL DEL CAMPIDOGLIO NEW YORK NY","CARD; 4X6/5;","ANNIVERSARY","MENU IN ITALIAN; WINES SERVED;","1894-034","1894-03-18","GARIBALDI PLEASURE CLUB","","","COMPLETE",2,15
25036,"","ALCAZAR HOTEL","LUNCHEON","COM","STAUGUSTINEFLA","BROADSIDE; HOTEL EMBLEM; 4 X 7.5;","","","1901-612","1901-03-08","HOTEL ALCAZAR","","","COMPLETE",2,49
25037,"","MANUSCRIPT SOCIETY","THIRD ANNUAL BANQUET","PROF","MORELLOS NEW YORK NY","BROADSIDE;","OTHER ANNIVERARY","INCLUDES WINES SERVED WITH EACH COURSE","1895-086","1895-05-10","MANUSCRIPT SOCIETY","","","COMPLETE",2,21
25038,"","ST. GEORGE'S SOCIETY OF THE CITY OF NY","ANNIVERSARY","SOC","DELMONICOS NY","BROADSHEET; ILLUS; 4.5X6.5;","DINNER","MENU PRINTED IN FRENCH; DECORATED WITH GOLD BORDER;","1895-078","1895-04-23","ST GEORGES SOCIETY OF THE CITY OF NY","","","COMPLETE",2,23
25039,"","ST. STEPHEN'S GLEE CLUB","1ST ANNUAL REUNION BANQUET","SOCIAL","THE ARGYLE 308 FULTON STBROOKLYNNY","BROADSHEET; ILLUS; COL; 4.5 X 7;","ANNUAL","LIST OF MEMBERS & FRIENDS ON BACK;","1898-095","1898-02-19","ST STEPHENS GLEE CLUB","","","COMPLETE",2,21
25040,"","PRINCESS HOTEL","CHRISTMAS DINNER","COMMERCIAL","BERMUDA","FOLDER;ILL;COL;5.5X7;","RELIGIOUS HOLIDAY","INDENTICAL FRONT COVER TO 1899-887;","1899-891","1899-12-25","PRINCESS HOTEL","","","COMPLETE",4,43
25042,"","COLONIAL HOTEL","LUNCHEON","COMMERCIAL","NASSAU NP BAHAMAS","CARD; ILLUS; COL; 3.75X7.5;","","HOTEL SEAL AT TOP;","1901-544","1901-03-03","COLONIAL HOTEL","","","COMPLETE",2,60
25043,"","DRY GOODS CLUB","DINNER  SOIREE MUSICALE","COMMERCIAL","NEW YORK NY","FOLDER; ILLUS; COL; 5.5X7.5;","","INCLUDES MUSICAL PROGRAM & LISTS OF OFFICERS & BOARD OF DIRCTORS; ILLUSTRATION OF 2 YOUNG WOMEN ON COVER; ADDITIONAL PRICED SPECIAL WINE LIST;","1897-277","1897-10-12","DRY GOODS CLUB","","","COMPLETE",4,17
25044,"","TAMPA BAY HOTEL","DINNER","COMMERCIAL","TAMPA FL","FOLDER; ILLUS; COL; 4.5X7;","","HOTEL SEAL ON COVER;","1901-512","1901-02-27","TAMPA BAY HOTEL","","","COMPLETE",4,50
25045,"","TAMPA BAY HOTEL","LUNCH","COMMERCIAL","TAMPA FLA","BROADSIDE; COL; 4.5 X 7;","","","1901-429","1901-02-20","TAMPA BAY HOTEL","","","COMPLETE",2,44
25046,"","TAMPA BAY HOTEL","LUNCH","COMMERCIAL","TAMPAFLA","BROADSIDE; HOTEL EMBLEM; COL; 4.5 X 7;","","","1901-626","1901-03-10","TAMPA BAY HOTEL","","","COMPLETE",2,43
25049,"","NEW YORK ALUMNI ASSOCIATION OF THE UNIVERSITY OF ROCHESTER","DINNER","EDUC","HOTEL SAVOY 5TH AVE  59TH STREET NEW YORK NY","CARD; 4.5X6.75;","","MENU IN FRENCH;","1900-590","1900-01-29","NEW YORK ALUMNI ASSOCIATION OF THE UNIVERSITY OF ROCHESTER","","","COMPLETE",2,17
25050,"","COM. OF MEXICO - RAILROAD TARIFF","DINNER","POL","CHAPULTEPECMEXICO","BROADSIDE;3.5X7;","","MENU IN FRENCH; WINES LISTED;","1907-975","1907-11-16","COM OF MEXICO RAILROAD TARIFF","","","COMPLETE",2,19
25051,"","THETA DELTA CHI FRATERNITY","BANQUET OF WELCOME TO CAPT BENJAMIN P LAMBERTON USN US FLAGSHIP OLYMPIA","GREEK LETTER FRATERNITY OR SORORITY","SHERRYS NEW YORK NY","FOLDER; ILLUS; COL; 4.25X5.5;","COMPLIMENTARYTESTIMONIAL","FRENCH; OFFICERS & COMMITTEE LISTED; ILLUSTRATION OF FLAGS & SEALS ON COVER; CORD ATTACHMENT;","1899-647","1899-10-30","THETA DELTA CHI FRATERNITY","","","COMPLETE",8,22
25052,"","TAMPA BAY HOTEL","LUNCHEON","COMMERCIAL","TAMPA FL","CARD; ILLUS; 4.5X7.25;","","HOTEL SEAL AT TOP;","1901-111","1901-01-17","TAMPA BAY HOTEL","","","COMPLETE",2,46
25053,"","ST. DENIS HOTEL","DAILY BREAKFAST","COMMERCIAL","NEW YORK NY ","CARD; 4,5X7.0;","","DATE HAND-WRITTEN [FEB]; PRIX-FIXE MENU; NOTATION ""SERVED FOR ONE ONLY"";","1900-113","1900-01-10","ST DENIS HOTEL","","","COMPLETE",2,48
